charge	x	y
-0.975429786885407	-0.975429786885407	-0.22031053278654056
-0.9594929736144974	-0.9594929736144974	-0.28173255684142984
-0.9396926207859084	-0.9396926207859084	-0.34202014332566866
-0.9161084574320694	-0.9161084574320694	-0.4009305354066142
-0.8888354486549234	-0.8888354486549234	-0.4582265217274107
-0.8579834132349772	-0.8579834132349772	-0.5136773915734061
-0.8236765814298326	-0.8236765814298326	-0.567059863862771
-0.7860530947427874	-0.7860530947427874	-0.6181589862206053
-0.7452644496757546	-0.7452644496757546	-0.6667690005162918
-0.7014748877063213	-0.7014748877063213	-0.7126941713788629
-0.6548607339452845	-0.6548607339452845	-0.7557495743542587
-0.6056096871376666	-0.6056096871376666	-0.7957618405308321
-0.5539200638661105	-0.5539200638661105	-0.8325698546347713
-0.4999999999999996	-0.4999999999999996	-0.8660254037844388
-0.44406661260577396	-0.44406661260577396	-0.895993774291336
-0.38634512569312784	-0.38634512569312784	-0.9223542941045817
-0.3270679633174219	-0.3270679633174219	-0.9450008187146683
-0.26647381369003464	-0.26647381369003464	-0.9638421585599422
-0.20480666806519054	-0.20480666806519054	-0.9788024462147787
-0.14231483827328523	-0.14231483827328523	-0.9898214418809327
-0.0792499568567879	-0.0792499568567879	-0.9968547759519424
-0.01586596383480761	-0.01586596383480761	-0.9998741276738751
0.04758191582374238	0.04758191582374238	-0.998867339183008
0.11083819990101086	0.11083819990101086	-0.9938384644612541
0.17364817766692997	0.17364817766692997	-0.9848077530122081
0.23575893550942748	0.23575893550942748	-0.9718115683235417
0.2969203753282749	0.2969203753282749	-0.9549022414440739
0.3568862215918725	0.3568862215918725	-0.9341478602651064
0.4154150130018868	0.4154150130018868	-0.9096319953545182
0.4722710747726829	0.4722710747726829	-0.881453363447582
0.5272254676105024	0.5272254676105024	-0.8497254299495144
0.5800569095711979	0.5800569095711979	-0.8145759520503358
0.6305526670845228	0.6305526670845228	-0.7761464642917566
0.6785094115571323	0.6785094115571323	-0.7345917086575332
0.7237340381050708	0.7237340381050708	-0.6900790114821114
0.7660444431189785	0.7660444431189785	-0.6427876096865389
0.8052702575310587	0.8052702575310587	-0.5929079290546402
0.8412535328311812	0.8412535328311812	-0.5406408174555974
0.8738493770697849	0.8738493770697849	-0.4861967361004688
0.9029265382866214	0.9029265382866214	-0.42979491208917114
0.9283679330160727	0.9283679330160727	-0.37166245566032724
0.9500711177409457	0.9500711177409457	-0.31203344569848623
0.9679487013963562	0.9679487013963562	-0.2511479871810794
0.9819286972627066	0.9819286972627066	-0.18925124436041063
0.9919548128307953	0.9919548128307953	-0.12659245357374904
0.9979866764718844	0.9979866764718844	-0.06342391965656452
1.0	1.0	-2.4492935982947064e-16
